order_id,date,customer_id,age,gender,city,region,income,category,subcategory,price,quantity,discount_percent,final_amount,payment_method,customer_segment,marketing_campaign,marketing_channel,device_type,shipping_method,satisfaction_rating,returned,acquisition_source,customer_lifetime_value,retention_score,month,year,day_of_week,quarter,season,registration_date,days_since_registration,Average Order Value,revenue_per_customer,discount_amount,gross_revenue,net_revenue,roi,conversion_rate
ORD010480,2024-01-16,CUST02445,61,Female,Minya,Upper Egypt,10330,Food,Beverages,122,4,10,439.2,Mobile Payment,Premium,New Year,TV,Mobile,Next Day,4.6,False,TV Ad,18973.44,76.0,1,2024,Tuesday,Q1,Winter,2021-09-12,856,109.8,0.1472837022132797,12.2,488,439.2,35.0,5
ORD010481,2021-12-05,CUST01078,25,Female,Ismailia,Suez Canal,6909,Beauty,Tools,366,2,0,732.0,Digital Wallet,Regular,No Campaign,Affiliate,Desktop,Express,3.8,False,Affiliate,26352.0,74.0,12,2021,Sunday,Q4,Winter,2021-12-03,2,366.0,0.2454728370221328,0.0,732,732.0,inf,5
ORD010482,2023-08-18,CUST02599,60,Male,Zagazig,Delta,6763,Health,Medical Devices,572,8,24,3477.76,Credit Card,Regular,Summer Sale,Direct,Tablet,Express,4.0,False,Event,4173.31,59.0,8,2023,Friday,Q3,Summer,2021-01-30,930,434.72,1.1662508383635144,137.28,4576,3477.76,24.333333333333332,7
ORD010483,2021-08-17,CUST02775,32,Male,Aswan,Upper Egypt,2755,Clothing,Accessories,1090,2,24,1656.8,Digital Wallet,First-time,Flash Sale,Direct,Mobile,Store Pickup,4.3,False,Print Ad,77538.24,84.0,8,2021,Tuesday,Q3,Summer,2021-05-31,78,828.4,0.5556002682763246,261.6,2180,1656.8,5.333333333333332,4
ORD010484,2022-01-20,CUST02092,53,Female,Aswan,Upper Egypt,6025,Home & Garden,Tools,948,2,0,1896.0,Debit Card,Regular,No Campaign,Mobile App,Tablet,Standard,3.3,False,Print Ad,111484.8,67.0,1,2022,Thursday,Q1,Winter,2021-12-22,29,948.0,0.635814889336016,0.0,1896,1896.0,inf,7
ORD010485,2023-10-18,CUST02635,27,Female,Tanta,Delta,5044,Health,Pharmacy,903,6,11,-4822.02,Digital Wallet,Regular,Flash Sale,Email,Mobile,Standard,3.7,True,Partnership,-46291.39,62.0,10,2023,Wednesday,Q4,Fall,2021-04-14,917,-803.6700000000001,-1.6170422535211268,99.33,5418,-4822.02,-49.54545454545455,4
ORD010486,2023-05-01,CUST00272,21,Male,Tanta,Delta,5863,Sports,Equipment,1092,1,0,1092.0,Mobile Payment,Regular,No Campaign,Referral,Mobile,Store Pickup,3.7,False,Paid Search,44553.6,75.0,5,2023,Monday,Q2,Spring,2021-05-20,711,1092.0,0.36619718309859156,0.0,1092,1092.0,inf,5
ORD010487,2023-04-01,CUST00453,55,Female,Zagazig,Delta,8127,Health,Medical Devices,104,5,0,520.0,Debit Card,Regular,No Campaign,TV,Desktop,Express,3.4,False,Direct,27456.0,69.0,4,2023,Saturday,Q2,Spring,2021-01-24,797,104.0,0.1743796109993293,0.0,520,520.0,inf,4
ORD010488,2023-08-17,CUST02097,59,Female,Ismailia,Suez Canal,9344,Travel,Electronics,2068,3,38,3846.48,Mobile Payment,Premium,Flash Sale,Mobile App,Mobile,Same Day,5.0,False,Event,4615.78,99.0,8,2023,Thursday,Q3,Summer,2021-09-14,702,1282.16,1.2898993963782697,785.84,6204,3846.48,3.894736842105263,5
ORD010489,2022-02-22,CUST02467,29,Female,Minya,Upper Egypt,5211,Health,Medical Devices,170,5,0,850.0,Credit Card,Regular,No Campaign,Affiliate,Mobile,Standard,3.7,False,Organic Search,35700.0,57.0,2,2022,Tuesday,Q1,Winter,2021-08-10,196,170.0,0.28504359490274983,0.0,850,850.0,inf,7
ORD010490,2023-01-28,CUST02528,27,Female,Ismailia,Suez Canal,6847,Clothing,Womens,836,3,40,1504.8,Digital Wallet,Regular,New Year,Search Engine,Mobile,Store Pickup,4.5,False,Email,59590.08,73.0,1,2023,Saturday,Q1,Winter,2021-12-13,411,501.59999999999997,0.5046277665995975,334.4,2508,1504.8,3.5000000000000004,4
ORD010491,2021-10-11,CUST00071,38,Female,Aswan,Upper Egypt,4774,Home & Garden,Garden,2793,3,22,6535.62,Cash on Delivery,Budget,Flash Sale,TV,Mobile,Store Pickup,3.3,False,Partnership,62741.95,59.0,10,2021,Monday,Q4,Fall,2021-10-09,2,2178.54,2.19169014084507,614.46,8379,6535.62,9.636363636363635,7
ORD010492,2024-01-01,CUST02201,32,Male,Tanta,Delta,5124,Home & Garden,Appliance,1470,1,12,1293.6,Gift Card,Budget,New Year,Outdoor,Mobile,Express,3.3,False,Paid Search,9313.92,55.0,1,2024,Monday,Q1,Winter,2021-09-27,826,1293.6,0.43380281690140843,176.4,1470,1293.6,6.333333333333332,7
ORD010493,2021-11-22,CUST01669,33,Male,Ismailia,Suez Canal,7441,Toys,Board Games,183,1,28,131.76,Gift Card,Regular,Holiday Special,Mobile App,Tablet,Express,4.1,False,Organic Search,1423.01,86.0,11,2021,Monday,Q4,Fall,2021-07-20,125,131.76,0.0441851106639839,51.24,183,131.76,1.571428571428571,5
ORD010494,2021-11-16,CUST00252,48,Male,Luxor,Upper Egypt,6666,Home & Garden,Kitchen,986,2,17,1636.76,Cryptocurrency,Budget,Black Friday,Referral,Mobile,Express,3.8,False,Referral,98205.6,51.0,11,2021,Tuesday,Q4,Fall,2021-01-16,304,818.38,0.548879946344735,167.62,1972,1636.76,8.76470588235294,7
ORD010495,2023-07-23,CUST00664,70,Female,Damanhur,Delta,9635,Software,Gaming,995,2,40,1194.0,Cash on Delivery,Regular,Flash Sale,Outdoor,Mobile,Store Pickup,4.5,False,Direct,40118.4,80.0,7,2023,Sunday,Q3,Summer,2021-04-21,823,597.0,0.40040241448692154,398.0,1990,1194.0,2.0,12
ORD010496,2023-07-08,CUST01956,57,Female,Luxor,Upper Egypt,9700,Food,Organic,29,4,17,96.28,Credit Card,Premium,Flash Sale,Direct,Mobile,Express,3.8,False,TV Ad,2772.86,75.0,7,2023,Saturday,Q3,Summer,2021-07-07,731,24.07,0.03228705566733736,4.93,116,96.28,18.529411764705884,4
ORD010497,2023-10-29,CUST02288,18,Female,Damanhur,Delta,4062,Electronics,Laptops,604,2,15,1026.8,Credit Card,Budget,Flash Sale,Referral,Tablet,Store Pickup,3.7,False,Social Media,61608.0,52.0,10,2023,Sunday,Q4,Fall,2021-05-30,882,513.4,0.34433266264252177,90.6,1208,1026.8,10.333333333333334,4
ORD010498,2023-04-22,CUST02833,68,Male,Zagazig,Delta,8430,Food,International,117,5,0,585.0,Mobile Payment,Premium,No Campaign,Social Media,Mobile,Express,3.9,False,Direct,13338.0,60.0,4,2023,Saturday,Q2,Spring,2021-10-26,543,117.0,0.19617706237424548,0.0,585,585.0,inf,4
ORD010499,2022-08-24,CUST01276,19,Male,Mansoura,Delta,6319,Clothing,Accessories,769,1,21,607.51,Digital Wallet,Regular,Flash Sale,Email,Mobile,Standard,3.7,False,Email,10206.17,64.0,8,2022,Wednesday,Q3,Summer,2021-10-24,304,607.51,0.2037256874580818,161.49,769,607.51,2.7619047619047614,8
ORD010500,2021-06-15,CUST00043,21,Male,Alexandria,Alexandria,6879,Books,Religion,440,3,19,1069.2,Digital Wallet,Budget,Flash Sale,Search Engine,Voice Assistant,Store Pickup,4.5,False,Influencer,61585.92,94.0,6,2021,Tuesday,Q2,Summer,2021-03-09,98,356.40000000000003,0.3585513078470825,83.6,1320,1069.2,11.789473684210527,8
ORD010501,2023-12-05,CUST00446,19,Female,Zagazig,Delta,5898,Clothing,Mens,1166,2,0,-2332.0,Credit Card,Regular,No Campaign,Outdoor,Mobile,Standard,2.9,True,Social Media,-97944.0,43.0,12,2023,Tuesday,Q4,Winter,2021-10-07,789,-1166.0,-0.7820254862508383,0.0,2332,-2332.0,-inf,7
ORD010502,2023-12-26,CUST02922,53,Male,Sharm El Sheikh,Red Sea,7488,Travel,Accessories,977,3,11,-2608.59,Credit Card,Regular,Black Friday,Direct,Desktop,Store Pickup,3.5,True,Organic Search,-3130.31,75.0,12,2023,Tuesday,Q4,Winter,2021-06-24,915,-869.5300000000001,-0.8747786720321932,107.47,2931,-2608.59,-25.272727272727273,2
ORD010503,2023-02-24,CUST00368,57,Male,Ismailia,Suez Canal,7745,Home & Garden,Furniture,1902,1,0,1902.0,Credit Card,Budget,No Campaign,Social Media,Mobile,Standard,3.6,False,Print Ad,109555.2,62.0,2,2023,Friday,Q1,Winter,2021-03-24,702,1902.0,0.6378269617706237,0.0,1902,1902.0,inf,6
ORD010504,2022-06-19,CUST02558,66,Male,Minya,Upper Egypt,8877,Books,Fiction,497,3,11,1326.99,Credit Card,Premium,Flash Sale,Search Engine,Tablet,Next Day,4.0,False,Paid Search,15923.88,62.0,6,2022,Sunday,Q2,Summer,2021-09-08,284,442.33,0.445,54.67,1491,1326.99,23.27272727272727,5
ORD010505,2023-06-21,CUST00724,28,Female,Giza,Greater Cairo,11339,Home & Garden,Decor,2997,2,32,4075.92,Buy Now Pay Later,Regular,Summer Sale,Outdoor,Mobile,Standard,3.8,False,Print Ad,53802.14,68.0,6,2023,Wednesday,Q2,Summer,2021-04-29,783,2037.96,1.3668410462776661,959.04,5994,4075.92,3.2500000000000004,4
ORD010506,2023-09-30,CUST01853,19,Female,Alexandria,Alexandria,13392,Software,Design,935,3,44,1570.8,Digital Wallet,VIP,Back to School,Print,Mobile,Express,3.9,False,Direct,77283.36,70.0,9,2023,Saturday,Q3,Fall,2021-09-28,732,523.6,0.5267605633802817,411.4,2805,1570.8,2.8181818181818183,6
ORD010507,2023-08-06,CUST00022,22,Male,Aswan,Upper Egypt,4095,Software,Gaming,1098,4,0,4392.0,Digital Wallet,Budget,No Campaign,Affiliate,Mobile,Store Pickup,3.3,False,Social Media,100137.6,57.0,8,2023,Sunday,Q3,Summer,2021-09-23,682,1098.0,1.4728370221327969,0.0,4392,4392.0,inf,10
ORD010508,2021-10-19,CUST01292,65,Male,Suez,Suez Canal,9196,Home & Garden,Kitchen,2627,2,0,5254.0,Credit Card,Premium,No Campaign,Affiliate,Mobile,Next Day,3.6,False,Paid Search,132400.8,53.0,10,2021,Tuesday,Q4,Fall,2021-10-16,3,2627.0,1.7619047619047619,0.0,5254,5254.0,inf,4
ORD010509,2023-12-21,CUST00123,39,Female,Zagazig,Delta,7179,Sports,Fitness,605,2,0,1210.0,Buy Now Pay Later,Budget,No Campaign,Influencer,Mobile,Express,3.8,False,Affiliate,34848.0,71.0,12,2023,Thursday,Q4,Winter,2021-02-07,1047,605.0,0.4057679409792086,0.0,1210,1210.0,inf,6
ORD010510,2023-12-11,CUST02539,37,Female,Minya,Upper Egypt,5171,Beauty,Mens Grooming,50,2,18,82.0,Credit Card,Budget,Black Friday,TV,Voice Assistant,Store Pickup,4.3,False,Partnership,2164.8,81.0,12,2023,Monday,Q4,Winter,2021-10-28,774,41.0,0.02749832327297116,9.0,100,82.0,8.11111111111111,6
ORD010511,2022-08-05,CUST02031,58,Male,Tanta,Delta,8701,Beauty,Skincare,103,6,19,-500.58,Digital Wallet,Premium,Flash Sale,Radio,Mobile,Next Day,4.1,True,Event,-5406.26,66.0,8,2022,Friday,Q3,Summer,2021-12-15,233,-83.42999999999999,-0.1678672032193159,19.57,618,-500.58,-26.57894736842105,6
ORD010512,2023-02-06,CUST02937,39,Male,Alexandria,Alexandria,13291,Home & Garden,Garden,1419,1,0,1419.0,Credit Card,Premium,No Campaign,Influencer,Smart TV,Next Day,3.5,False,Organic Search,18730.8,53.0,2,2023,Monday,Q1,Winter,2021-03-15,693,1419.0,0.47585513078470826,0.0,1419,1419.0,inf,9
ORD010513,2023-11-13,CUST00474,34,Male,Mansoura,Delta,5286,Clothing,Womens,358,2,0,716.0,Digital Wallet,Regular,No Campaign,Print,Mobile,Express,3.9,False,Direct,36945.6,62.0,11,2023,Monday,Q4,Fall,2021-08-25,810,358.0,0.24010731052984574,0.0,716,716.0,inf,6
ORD010514,2023-06-08,CUST02326,65,Male,Suez,Suez Canal,8799,Travel,Comfort,1336,3,0,4008.0,Debit Card,Regular,No Campaign,Outdoor,Tablet,Store Pickup,3.8,False,Email,4809.6,56.0,6,2023,Thursday,Q2,Summer,2021-10-08,608,1336.0,1.3440643863179074,0.0,4008,4008.0,inf,8
ORD010515,2023-09-22,CUST01399,37,Female,Sharm El Sheikh,Red Sea,7442,Beauty,Skincare,276,5,23,1062.6,Digital Wallet,Budget,Flash Sale,Print,Desktop,Standard,4.6,False,TV Ad,11476.08,86.0,9,2023,Friday,Q3,Fall,2021-07-01,813,212.51999999999998,0.35633802816901405,63.48,1380,1062.6,15.739130434782608,7
ORD010516,2021-10-03,CUST00621,29,Male,Zagazig,Delta,3898,Electronics,Cameras,5395,3,13,14080.95,Credit Card,First-time,Back to School,Mobile App,Smart TV,Store Pickup,3.6,False,Partnership,777268.44,70.0,10,2021,Sunday,Q4,Fall,2021-09-07,26,4693.650000000001,4.721981891348089,701.35,16185,14080.95,19.076923076923077,7
ORD010517,2023-06-16,CUST01660,41,Male,Giza,Greater Cairo,16418,Automotive,Tools,534,1,35,347.1,Digital Wallet,Premium,Flash Sale,Search Engine,Desktop,Express,4.8,False,Direct,2082.6,96.0,6,2023,Friday,Q2,Summer,2021-02-23,843,347.1,0.11639839034205232,186.9,534,347.1,0.8571428571428572,3
ORD010518,2022-04-01,CUST02475,37,Male,Ismailia,Suez Canal,5858,Beauty,Tools,98,7,31,473.34,Credit Card,Budget,Ramadan,TV,Desktop,Standard,3.5,False,Organic Search,17608.25,50.0,4,2022,Friday,Q2,Spring,2021-09-01,212,67.61999999999999,0.15873239436619718,30.38,686,473.34,14.580645161290322,5
ORD010519,2023-01-27,CUST00108,35,Female,Ismailia,Suez Canal,7161,Health,Wellness,398,2,34,525.36,Bank Transfer,Regular,New Year,Mobile App,Desktop,Express,4.1,False,Affiliate,21434.69,81.0,1,2023,Friday,Q1,Winter,2021-02-22,704,262.68,0.1761770623742455,135.32,796,525.36,2.882352941176471,6
ORD010520,2022-07-07,CUST00808,36,Male,Minya,Upper Egypt,5873,Food,Organic,61,8,28,351.36,Bank Transfer,Budget,Summer Sale,Social Media,Tablet,Store Pickup,3.9,False,Paid Search,8854.27,57.0,7,2022,Thursday,Q3,Summer,2021-03-08,486,43.92,0.11782696177062375,17.08,488,351.36,19.571428571428577,8
ORD010521,2021-08-01,CUST01579,40,Female,Alexandria,Alexandria,10568,Toys,Electronic,47,3,0,141.0,Digital Wallet,Regular,No Campaign,Social Media,Mobile,Store Pickup,3.7,False,Referral,5076.0,57.0,8,2021,Sunday,Q3,Summer,2021-04-12,111,47.0,0.047283702213279676,0.0,141,141.0,inf,6
ORD010522,2023-10-12,CUST02344,50,Male,Sohag,Upper Egypt,6920,Software,Gaming,564,1,0,564.0,Buy Now Pay Later,Budget,No Campaign,Outdoor,Mobile,Standard,4.1,False,Social Media,29102.4,84.0,10,2023,Thursday,Q4,Fall,2021-06-06,858,564.0,0.1891348088531187,0.0,564,564.0,inf,6
ORD010523,2023-07-23,CUST00821,27,Female,Giza,Greater Cairo,9951,Electronics,Laptops,7370,1,0,-7370.0,Mobile Payment,Premium,No Campaign,Social Media,Mobile,Next Day,4.2,True,Print Ad,-256476.0,71.0,7,2023,Sunday,Q3,Summer,2021-02-16,887,-7370.0,-2.471495640509725,0.0,7370,-7370.0,-inf,6
ORD010524,2021-08-13,CUST02499,69,Female,Luxor,Upper Egypt,10589,Home & Garden,Kitchen,1381,2,0,2762.0,Cash on Delivery,Regular,No Campaign,Affiliate,Mobile,Store Pickup,3.7,False,Affiliate,82860.0,66.0,8,2021,Friday,Q3,Summer,2021-04-03,132,1381.0,0.926224010731053,0.0,2762,2762.0,inf,8
ORD010525,2023-09-29,CUST01254,65,Male,Alexandria,Alexandria,12162,Travel,Comfort,1997,3,12,5272.08,Mobile Payment,VIP,Flash Sale,Social Media,Mobile,Next Day,4.8,False,Organic Search,303671.81,82.0,9,2023,Friday,Q3,Fall,2021-08-31,759,1757.36,1.7679678068410463,239.64,5991,5272.08,21.0,8
ORD010526,2023-06-28,CUST00246,37,Female,Tanta,Delta,3328,Health,Supplements,389,4,14,1338.16,Bank Transfer,First-time,Summer Sale,TV,Mobile,Standard,4.0,False,Organic Search,80289.6,83.0,6,2023,Wednesday,Q2,Summer,2021-12-08,567,334.54,0.44874580818242793,54.46,1556,1338.16,23.571428571428573,5
ORD010527,2023-05-10,CUST01653,67,Female,Damanhur,Delta,7485,Home & Garden,Appliance,109,2,0,218.0,Debit Card,Budget,No Campaign,Outdoor,Tablet,Standard,3.6,False,Direct,10202.4,74.0,5,2023,Wednesday,Q2,Spring,2021-01-30,830,109.0,0.07310529845741114,0.0,218,218.0,inf,6
ORD010528,2022-05-02,CUST01683,26,Male,Giza,Greater Cairo,15910,Sports,Fitness,542,2,27,791.32,Credit Card,Premium,Flash Sale,Mobile App,Mobile,Same Day,4.5,False,Event,14243.76,66.0,5,2022,Monday,Q2,Spring,2021-12-03,150,395.66,0.26536552649228706,146.34,1084,791.32,4.407407407407407,11
ORD010529,2023-07-27,CUST02652,38,Female,Damanhur,Delta,7758,Clothing,Accessories,1190,3,10,3213.0,Cryptocurrency,Regular,Summer Sale,TV,Mobile,Standard,3.4,False,TV Ad,42411.6,72.0,7,2023,Thursday,Q3,Summer,2021-04-28,820,1071.0,1.0774647887323943,119.0,3570,3213.0,26.0,6
ORD010530,2023-10-22,CUST02091,49,Male,Port Said,Suez Canal,8055,Home & Garden,Appliance,1400,2,0,2800.0,Credit Card,Premium,No Campaign,Search Engine,Tablet,Express,3.4,False,Organic Search,114240.0,66.0,10,2023,Sunday,Q4,Fall,2021-05-12,893,1400.0,0.9389671361502347,0.0,2800,2800.0,inf,4
ORD010531,2023-09-28,CUST02577,61,Male,Aswan,Upper Egypt,11094,Books,Children,434,4,29,1232.56,Debit Card,Regular,Back to School,Influencer,Mobile,Standard,3.6,False,Paid Search,36976.8,51.0,9,2023,Thursday,Q3,Fall,2021-03-29,913,308.14,0.41333333333333333,125.86,1736,1232.56,8.793103448275863,9
ORD010532,2021-10-07,CUST02337,39,Male,Sharm El Sheikh,Red Sea,12230,Home & Garden,Appliance,1640,2,0,3280.0,Credit Card,VIP,No Campaign,Search Engine,Smart TV,Same Day,4.4,False,Affiliate,110208.0,63.0,10,2021,Thursday,Q4,Fall,2021-01-17,263,1640.0,1.0999329309188464,0.0,3280,3280.0,inf,6
ORD010533,2022-05-27,CUST02606,28,Male,Mansoura,Delta,4759,Electronics,Audio,2063,3,0,6189.0,Buy Now Pay Later,Budget,No Campaign,Affiliate,Mobile,Store Pickup,3.3,False,Social Media,297072.0,47.0,5,2022,Friday,Q2,Spring,2021-01-06,506,2063.0,2.0754527162977867,0.0,6189,6189.0,inf,9
ORD010534,2023-07-07,CUST01835,27,Female,Suez,Suez Canal,4347,Health,Pharmacy,767,2,17,1273.22,Mobile Payment,First-time,Flash Sale,Email,Mobile,Standard,3.6,False,Affiliate,35140.87,56.0,7,2023,Friday,Q3,Summer,2021-02-10,877,636.61,0.42696847753185785,130.39,1534,1273.22,8.764705882352942,7
ORD010535,2023-10-28,CUST02769,57,Male,Port Said,Suez Canal,9936,Food,Snacks,25,4,0,100.0,Mobile Payment,Premium,No Campaign,Referral,Mobile,Next Day,4.3,False,Email,1560.0,61.0,10,2023,Saturday,Q4,Fall,2021-03-15,957,25.0,0.0335345405767941,0.0,100,100.0,inf,6
ORD010536,2023-03-30,CUST01997,24,Male,Sohag,Upper Egypt,3981,Electronics,Audio,667,2,16,1120.56,Digital Wallet,Budget,Mother Day,Influencer,Mobile,Express,3.6,False,Event,10757.38,69.0,3,2023,Thursday,Q1,Spring,2021-06-13,655,560.28,0.3757746478873239,106.72,1334,1120.56,9.5,9
ORD010537,2021-08-08,CUST01955,38,Female,Cairo,Greater Cairo,9069,Home & Garden,Decor,2153,1,32,1464.04,Cash on Delivery,Regular,Flash Sale,Social Media,Tablet,Standard,4.2,False,Affiliate,87842.4,68.0,8,2021,Sunday,Q3,Summer,2021-07-30,9,1464.04,0.4909590878604963,688.96,2153,1464.04,1.1249999999999998,1
ORD010538,2023-03-30,CUST01688,35,Female,Suez,Suez Canal,12235,Electronics,Cameras,4386,1,16,3684.24,Digital Wallet,Premium,Spring Sale,Print,Tablet,Same Day,4.0,False,Social Media,57474.14,75.0,3,2023,Thursday,Q1,Spring,2021-12-03,482,3684.24,1.2354929577464788,701.76,4386,3684.24,4.249999999999999,7
ORD010539,2023-08-09,CUST00069,60,Male,Aswan,Upper Egypt,8195,Travel,Comfort,1444,2,39,1761.68,Credit Card,Regular,Summer Sale,Direct,Tablet,Express,3.5,False,Organic Search,76104.58,52.0,8,2023,Wednesday,Q3,Summer,2021-05-01,830,880.84,0.5907712944332663,563.16,2888,1761.68,2.128205128205128,5
ORD010540,2023-10-03,CUST02861,61,Female,Damanhur,Delta,7300,Books,Children,208,3,24,474.24,Debit Card,Regular,Back to School,Email,Desktop,Standard,4.1,False,TV Ad,13089.02,84.0,10,2023,Tuesday,Q4,Fall,2021-05-03,883,158.08,0.15903420523138834,49.92,624,474.24,8.5,5
ORD010541,2023-02-22,CUST02876,47,Female,Mansoura,Delta,8898,Travel,Guides,555,3,35,1082.25,Buy Now Pay Later,Regular,Valentine,Influencer,Mobile,Standard,4.4,False,Print Ad,40259.7,63.0,2,2023,Wednesday,Q1,Winter,2021-08-11,560,360.75,0.3629275653923541,194.25,1665,1082.25,4.571428571428571,10
ORD010542,2023-06-16,CUST02901,54,Male,Alexandria,Alexandria,12042,Toys,Electronic,269,1,15,228.65,Credit Card,VIP,Flash Sale,Affiliate,Mobile,Next Day,3.9,False,Paid Search,11798.34,76.0,6,2023,Friday,Q2,Summer,2021-02-28,838,228.65,0.07667672702883971,40.35,269,228.65,4.666666666666667,6
ORD010543,2023-04-21,CUST02703,55,Male,Luxor,Upper Egypt,7898,Health,Medical Devices,991,3,18,2437.86,Credit Card,Budget,Ramadan,Search Engine,Desktop,Express,3.8,False,Social Media,119942.71,81.0,4,2023,Friday,Q2,Spring,2021-05-09,712,812.62,0.8175251509054327,178.38,2973,2437.86,12.666666666666668,4
ORD010544,2024-01-17,CUST02407,26,Male,Tanta,Delta,9929,Beauty,Hair Care,307,8,0,2456.0,Digital Wallet,Premium,No Campaign,Affiliate,Mobile,Same Day,4.2,False,Influencer,73680.0,85.0,1,2024,Wednesday,Q1,Winter,2021-12-19,759,307.0,0.823608316566063,0.0,2456,2456.0,inf,8
ORD010545,2023-04-01,CUST00476,64,Female,Giza,Greater Cairo,17050,Health,Wellness,235,7,0,1645.0,Digital Wallet,VIP,No Campaign,Direct,Desktop,Same Day,4.1,False,Organic Search,35532.0,64.0,4,2023,Saturday,Q2,Spring,2021-02-06,784,235.0,0.5516431924882629,0.0,1645,1645.0,inf,6
ORD010546,2023-08-31,CUST00247,43,Female,Minya,Upper Egypt,9031,Books,Non-Fiction,57,1,40,34.2,Credit Card,Premium,Flash Sale,Direct,Desktop,Same Day,4.5,False,Social Media,1641.6,80.0,8,2023,Thursday,Q3,Summer,2021-08-28,733,34.2,0.011468812877263583,22.8,57,34.2,0.5000000000000001,4
ORD010547,2022-01-08,CUST00999,52,Male,Minya,Upper Egypt,6641,Home & Garden,Tools,954,3,0,2862.0,Cash on Delivery,Regular,No Campaign,Direct,Mobile,Standard,3.6,False,Paid Search,37778.4,77.0,1,2022,Saturday,Q1,Winter,2021-12-17,22,954.0,0.959758551307847,0.0,2862,2862.0,inf,10
ORD010548,2024-01-30,CUST00586,58,Male,Tanta,Delta,4361,Home & Garden,Appliance,1347,1,0,1347.0,Cash on Delivery,Budget,No Campaign,Referral,Desktop,Express,3.8,False,Event,9698.4,52.0,1,2024,Tuesday,Q1,Winter,2021-01-01,1124,1347.0,0.4517102615694165,0.0,1347,1347.0,inf,6
ORD010549,2023-09-18,CUST02195,22,Male,Aswan,Upper Egypt,7752,Software,Security,124,2,0,-248.0,Credit Card,Budget,No Campaign,Mobile App,Desktop,Standard,4.0,True,Referral,-12499.2,82.0,9,2023,Monday,Q3,Fall,2021-09-18,730,-124.0,-0.08316566063044936,0.0,248,-248.0,-inf,9
ORD010550,2024-01-17,CUST01837,40,Female,Sohag,Upper Egypt,7046,Home & Garden,Garden,1448,1,0,1448.0,Buy Now Pay Later,Budget,No Campaign,Influencer,Tablet,Express,3.0,False,Print Ad,53865.6,49.0,1,2024,Wednesday,Q1,Winter,2021-04-07,1015,1448.0,0.48558014755197854,0.0,1448,1448.0,inf,5
ORD010551,2022-11-06,CUST01312,52,Female,Tanta,Delta,7030,Automotive,Accessories,1213,3,39,2219.79,Credit Card,Budget,Holiday Special,Radio,Desktop,Express,4.2,False,Paid Search,127859.9,82.0,11,2022,Sunday,Q4,Fall,2021-01-10,665,739.93,0.7443963782696177,473.07,3639,2219.79,3.6923076923076925,7
ORD010552,2022-06-13,CUST02784,51,Male,Tanta,Delta,6280,Home & Garden,Kitchen,199,1,25,149.25,Debit Card,Regular,Flash Sale,Mobile App,Desktop,Express,4.2,False,Referral,4835.7,68.0,6,2022,Monday,Q2,Summer,2021-06-15,363,149.25,0.05005030181086519,49.75,199,149.25,2.0,7
ORD010553,2022-04-13,CUST01472,22,Male,Sohag,Upper Egypt,6670,Sports,Apparel,951,1,14,817.86,Mobile Payment,Budget,Spring Sale,Social Media,Mobile,Store Pickup,3.4,False,Direct,23554.37,63.0,4,2022,Wednesday,Q2,Spring,2021-06-23,294,817.86,0.2742655935613682,133.14,951,817.86,5.142857142857143,4
ORD010554,2023-01-18,CUST01096,66,Female,Minya,Upper Egypt,10499,Health,Pharmacy,888,4,38,2202.24,Digital Wallet,Premium,New Year,Social Media,Tablet,Next Day,4.8,False,Referral,21141.5,89.0,1,2023,Wednesday,Q1,Winter,2021-01-26,722,550.56,0.7385110663983903,337.44,3552,2202.24,5.526315789473683,9
ORD010555,2023-07-12,CUST00875,69,Male,Ismailia,Suez Canal,9053,Health,Wellness,204,7,0,1428.0,Debit Card,Regular,No Campaign,Affiliate,Desktop,Express,3.9,False,Organic Search,80539.2,79.0,7,2023,Wednesday,Q3,Summer,2021-12-12,577,204.0,0.4788732394366197,0.0,1428,1428.0,inf,4
ORD010556,2021-10-22,CUST02704,33,Female,Aswan,Upper Egypt,5898,Sports,Individual Sports,1016,1,29,721.36,Bank Transfer,Budget,Flash Sale,TV,Desktop,Express,3.5,False,Partnership,29431.49,46.0,10,2021,Friday,Q4,Fall,2021-10-20,2,721.36,0.2419047619047619,294.64,1016,721.36,1.4482758620689657,5
ORD010557,2022-02-22,CUST01093,25,Female,Sharm El Sheikh,Red Sea,5706,Electronics,Audio,2696,3,0,8088.0,Mobile Payment,Budget,No Campaign,Direct,Mobile,Store Pickup,4.0,False,Email,417340.8,71.0,2,2022,Tuesday,Q1,Winter,2021-03-27,332,2696.0,2.7122736418511066,0.0,8088,8088.0,inf,3
ORD010558,2021-09-04,CUST02163,51,Male,Sohag,Upper Egypt,6531,Automotive,Parts,641,2,0,1282.0,Debit Card,Budget,No Campaign,TV,Tablet,Store Pickup,3.7,False,Email,23076.0,49.0,9,2021,Saturday,Q3,Fall,2021-08-26,9,641.0,0.42991281019450034,0.0,1282,1282.0,inf,3
ORD010559,2022-09-15,CUST01120,21,Male,Suez,Suez Canal,7555,Sports,Team Sports,642,2,23,988.68,Buy Now Pay Later,Budget,Back to School,Influencer,Tablet,Express,3.8,False,Social Media,39151.73,78.0,9,2022,Thursday,Q3,Fall,2021-10-18,332,494.34,0.33154929577464787,147.66,1284,988.68,5.695652173913044,9
